samplingFrequency,polynomialAugmentation,features,history,iter,nbEpoch,MAPE,RMSE,nRMSE,MAE,nMAE,R2,MBE
1_hour,5,GHI_d1_d2,5,0,42,81.61343082151686,134.6763757556566,0.3857165671998319,107.14688136703518,0.30687139474292385,0.7187818089069595,-32.306358837445465
1_hour,5,GHI_d1_d2,5,1,0,85.31082237860623,134.65591908147098,0.3856579787644145,107.48646066222355,0.30784395848543084,0.7188672337183701,11.343008202229003
1_hour,5,GHI_d1_d2,5,2,0,61.91832621197629,94.3481214859077,0.27021542076037425,70.15189601171339,0.20091681529424552,0.8619847475400902,-2.765614515322376
1_hour,5,GHI_d1_d2,5,3,0,62.56362261228763,96.10609230849538,0.27525029393038164,71.32686673658898,0.20428196134912277,0.8567936066311045,-3.154799789491284
1_hour,5,GHI_d1_d2,5,4,41,58.87412486088828,115.49334364092722,0.3307758750831837,87.98524553587932,0.2519919821268897,0.7931885981096494,-24.161873263875457
1_hour,5,GHI_d1_d2,5,5,0,53.1531156311765,135.41237577087912,0.3878244899720166,99.81621176469929,0.285876170462318,0.7156997219351386,-38.07182461872888
1_hour,5,GHI_d1_d2,5,6,0,61.766556202026166,99.11545843538819,0.28386919509548664,70.61384517165709,0.20223984944329038,0.847684760717259,9.453917572437263
1_hour,5,GHI_d1_d2,5,7,0,66.88054891565054,129.18549081707033,0.369990533012193,98.189518524573,0.2812172796290285,0.7412454184911577,-44.54426104865253
1_hour,5,GHI_d1_d2,5,8,34,66.29860560576424,130.03546345860775,0.3724248762863423,101.95632332063951,0.29200550441677203,0.7378292788013585,-11.071003594198784
1_hour,5,GHI_d1_d2,5,9,0,61.6541549930944,97.0994251827201,0.2780952245589563,69.21381938969341,0.19823013997806066,0.8538180042174595,8.436456315197423
