samplingFrequency,polynomialAugmentation,features,history,iter,nbEpoch,MAPE,RMSE,nRMSE,MAE,nMAE,R2,MBE
5_days,3,GHI_d1_d2,15,0,24,32.18194936766994,148.0776643041541,0.41565277308429666,125.61437938884221,0.35259851901088135,-1.8657972241773488,-120.29842085182362
5_days,3,GHI_d1_d2,15,1,14,33.755973615796144,154.1825162101753,0.43278904164938287,131.69454504844282,0.369665493487423,-2.106966743188919,-127.40240799668176
5_days,3,GHI_d1_d2,15,2,36,25.76349218246104,125.23371071361724,0.35152998520311823,101.25245884940298,0.2842148105193832,-1.049787520966452,-92.35581125586202
5_days,3,GHI_d1_d2,15,3,24,30.917463174124745,143.7678223154317,0.4035550824394196,120.91660271832566,0.3394118989381866,-1.7014052253506082,-114.95661659835419
5_days,3,GHI_d1_d2,15,4,24,29.20194538854437,137.59440679051016,0.3862263563658865,114.32188618906726,0.3209005844467531,-1.4743886057316633,-107.04627932156072
5_days,3,GHI_d1_d2,15,5,24,31.47375501906207,145.86962864093303,0.4094548353277844,123.07019244988264,0.34545700741699725,-1.7809687031196595,-117.48968269275964
5_days,3,GHI_d1_d2,15,6,24,33.66882741365455,153.66811934172225,0.431345133914593,131.32282983271418,0.3686220919660573,-2.086269871022144,-127.06338541778004
5_days,3,GHI_d1_d2,15,7,24,33.24999176865531,152.2580689587994,0.427387134208124,129.7516887057807,0.36421191187991475,-2.029890836657311,-125.09704786795675
5_days,3,GHI_d1_d2,15,8,25,32.95706949626557,151.03681132935793,0.4239590741916921,128.56601123170668,0.360883725063906,-1.9814804316589032,-123.57191050187018
5_days,3,GHI_d1_d2,15,9,24,34.176840526666886,155.36098448467635,0.4360969923021032,133.18727203499697,0.37385556573319106,-2.1546434151269644,-129.20512962774896
