samplingFrequency,polynomialAugmentation,features,history,iter,nbEpoch,MAPE,RMSE,nRMSE,MAE,nMAE,R2,MBE
12_hours,4,GHI_season_d1,5,0,32,48.46878371564569,121.69383910397725,0.3357470227975782,92.32353061317788,0.2547158571523977,0.28148212151354557,10.333947059921275
12_hours,4,GHI_season_d1,5,1,31,48.70088313341426,122.10007881274515,0.33686781719247305,93.61209158194693,0.25827093037666937,0.2766769860707362,7.958571065493352
12_hours,4,GHI_season_d1,5,2,31,48.59391970758744,121.62882929979145,0.33556766410227573,92.71811344419524,0.25580449082306306,0.2822495922469065,9.980646597095811
12_hours,4,GHI_season_d1,5,3,31,48.85567990762783,122.02342602725302,0.3366563361125136,92.99906167291132,0.25657961248942024,0.27758488589589003,10.469557338581552
12_hours,4,GHI_season_d1,5,4,30,49.256586172640894,121.90798643822414,0.33633784424295965,92.82689844044762,0.25610462301451753,0.2789511130009745,13.393688286535586
12_hours,4,GHI_season_d1,5,5,32,48.043872109005704,121.07689939992505,0.3340449179876201,92.0196398887648,0.2538774383242242,0.2887488587239384,8.821919904332574
12_hours,4,GHI_season_d1,5,6,31,48.50163761646984,121.21787371634352,0.33443385885247345,92.27172822426782,0.2545729370343505,0.2870916224237652,10.178571720403626
12_hours,4,GHI_season_d1,5,7,28,50.64973850344525,123.48626045829454,0.3406922208268444,93.96797549974461,0.25925279574258997,0.2601602304045415,16.659590078481614
12_hours,4,GHI_season_d1,5,8,29,48.789125543963316,121.6875140799057,0.3357295723825302,93.52248500174615,0.25802371044551264,0.2815568093499564,8.585562718246544
12_hours,4,GHI_season_d1,5,9,32,47.72730709144551,121.21547271779305,0.33442723462136204,91.91322991631654,0.2535838587008963,0.2871198637214667,7.520171035087552
