samplingFrequency,polynomialAugmentation,features,history,iter,nbEpoch,MAPE,RMSE,nRMSE,MAE,nMAE,R2,MBE
48_hours,1,GHI_d1,15,0,0,28.287440597833115,97.88806153401234,0.2699130230231276,80.18124137238743,0.22108887344804973,0.18886409904381496,10.555196249367409
48_hours,1,GHI_d1,15,1,0,29.751423031514218,101.83259184042502,0.2807895291335306,81.33970931211071,0.22428319131261834,0.12217536973279519,26.603857075614165
48_hours,1,GHI_d1,15,2,0,28.836745120191694,99.23007463676085,0.27361344172407037,80.38133335468937,0.22164059988924648,0.16647082951866976,16.81017111108511
48_hours,1,GHI_d1,15,3,0,29.085977032575684,99.91912840244613,0.2755134138147115,80.72127772339422,0.2225779502747675,0.15485458218729098,18.38069145338733
48_hours,1,GHI_d1,15,4,0,29.523006650052196,100.97186187281888,0.27841618325332385,80.99250561680726,0.22332582432081624,0.136952107937392,24.658411573089307
48_hours,1,GHI_d1,15,5,0,28.724769419325106,99.01895695322281,0.2730313134105212,80.32423989598247,0.2214831724380034,0.1700138189241026,15.766203034549688
48_hours,1,GHI_d1,15,6,0,29.680409320298693,101.15958207881884,0.27893379620315606,80.89768510344364,0.22306436964487816,0.1337400818216843,26.042260594896156
48_hours,1,GHI_d1,15,7,0,29.41371916402365,100.42974685860185,0.2769213747953721,81.13196232340916,0.22371035723187696,0.14619458832899745,19.697138193499104
48_hours,1,GHI_d1,15,8,0,29.691788088763722,101.38583268688232,0.2795576514989524,81.0716762154308,0.22354412648426855,0.1298608445998266,25.502218741408342
48_hours,1,GHI_d1,15,9,0,29.62555350030427,101.16043730261055,0.2789361543665047,81.03664976122862,0.22344754579821416,0.13372543468281273,26.135753517833976
