samplingFrequency,polynomialAugmentation,features,history,iter,nbEpoch,MAPE,RMSE,nRMSE,MAE,nMAE,R2,MBE
4_days,5,GHI_season_d1_d2_d3,10,0,30,37.56309797257493,175.60648695775592,0.48464586534383075,150.02838934201208,0.41405439991685467,-2.274423546324602,-146.35541328241328
4_days,5,GHI_season_d1_d2_d3,10,1,22,37.97481825585348,177.07775248674287,0.4887063232904552,151.5800205705307,0.4183366543623913,-2.3295209148634846,-148.11986476203776
4_days,5,GHI_season_d1_d2_d3,10,2,28,38.6350771640456,179.4502744091285,0.49525410498144934,154.06803258719904,0.42520317027358395,-2.4193377307462582,-150.94591931866856
4_days,5,GHI_season_d1_d2_d3,10,3,30,39.1482224470505,181.30255224160516,0.5003660960503999,156.00176837359788,0.43053997228916696,-2.490290543530578,-153.14334613516334
4_days,5,GHI_season_d1_d2_d3,10,4,29,39.9562504361868,184.1007520378261,0.5080886807062315,158.98455929120158,0.4387719989668005,-2.59885931809332,-156.44601866394012
4_days,5,GHI_season_d1_d2_d3,10,5,28,36.10161329784639,170.42559906227666,0.47034744197204525,144.52093503171503,0.3988547053822352,-2.084064153486821,-140.0969419567481
4_days,5,GHI_season_d1_d2_d3,10,6,15,35.06888080734094,166.80917567461262,0.4603666908475965,140.62920066328982,0.3881141399091187,-1.954565466302757,-135.6745550145342
4_days,5,GHI_season_d1_d2_d3,10,7,29,36.18127692258891,170.70613700266279,0.47112168189470205,144.82113785014516,0.3996832172284504,-2.094225879327494,-140.43808188915264
4_days,5,GHI_season_d1_d2_d3,10,8,22,41.2024749245619,188.30835522436826,0.5197009936833468,163.5204090329854,0.45129022002605584,-2.7652422655172217,-161.37628872202745
4_days,5,GHI_season_d1_d2_d3,10,9,29,36.16064645796539,170.63346548293228,0.4709211201035302,144.74339269593816,0.39946865301621826,-2.0915919466777657,-140.34972937365356
