samplingFrequency,polynomialAugmentation,features,history,iter,nbEpoch,MAPE,RMSE,nRMSE,MAE,nMAE,R2,MBE
12_hours,1,GHI_d1_d2_d3,15,0,41,51.01573078413285,124.96912742574258,0.3451621216475001,97.19802443626442,0.26845891481719475,0.24194316478586364,10.498315606752456
12_hours,1,GHI_d1_d2_d3,15,1,40,50.85120814050813,124.52520199685657,0.3439360088783394,97.24431531630731,0.2685867692617097,0.2473192605399981,8.407493441552676
12_hours,1,GHI_d1_d2_d3,15,2,0,52.90574032787404,127.32369468261962,0.35166538726746954,94.28119875793388,0.26040270317238906,0.21310867386887145,34.40337318830936
12_hours,1,GHI_d1_d2_d3,15,3,48,50.00420256923719,123.7883223052175,0.3419007625498714,98.99118935307953,0.2734115988912637,0.2562009023530033,-0.5398053067222867
12_hours,1,GHI_d1_d2_d3,15,4,41,50.66343762119002,124.53060240039274,0.3439509246801914,97.42053193030739,0.2690734758716598,0.24725397467332377,7.837244194969296
12_hours,1,GHI_d1_d2_d3,15,5,39,51.29166221638292,125.13636862665678,0.345624038353838,95.97158164705827,0.2650715054311989,0.23991285267131734,15.390294544020602
12_hours,1,GHI_d1_d2_d3,15,6,43,51.78834670202891,125.76442694031788,0.34735872230760434,96.06383897369057,0.2653263182418017,0.2322639646968181,18.157599647493527
12_hours,1,GHI_d1_d2_d3,15,7,43,52.13778288194969,126.15677551569304,0.34844238088385815,95.69898825832557,0.2643186081809723,0.22746626463427977,22.357958721506833
12_hours,1,GHI_d1_d2_d3,15,8,41,49.49123269551371,123.63421873535617,0.34147513170629845,99.16711507834826,0.2738975020726091,0.2580516544722239,-3.176107204899026
12_hours,1,GHI_d1_d2_d3,15,9,40,51.360718482870816,125.20289840002664,0.34580779219930446,97.65149822583054,0.2697113999592646,0.23910442473359306,10.36511066691348
