datetime,GHI,GHIcs,k,GHI_d1,GHIcs_d1,k_d1,GHI_d2,GHIcs_d2,k_d2,GHI_d3,GHIcs_d3,k_d3,month,day,hour,year
2016-06-29 09:45:00,820.0350777777777,823.3998599354495,0.9960485556728323,0.014131851851851883,0.02016464024743565,-7.353391639874294e-06,0.000543851851851854,-3.5266376438416785e-06,6.43726303924767e-07,0.00026080000000000466,0.0006059971987162297,-4.137196403736692e-07,1.0,0.9999166586547378,0.9519103950298079,2016
2016-06-29 10:30:00,843.4104,864.6039810433988,0.9753755849266362,0.002947777777777763,0.010287021022449853,-8.263315684713319e-06,0.0009770740740740688,-3.7633818169819343e-06,1.0981970571602757e-06,-0.00020468888888889745,0.0003097396452185939,-5.773585876895015e-07,1.0,0.9999166586547378,0.9744321713173157,2016
2016-06-29 11:15:00,880.6258148148148,878.4643823170794,1.0024303387911242,0.023577037037037046,-1.7667076961945198e-05,2.693073965798914e-05,-0.0013446666666666633,-3.843023072502345e-06,-1.5304416229655155e-06,0.0011107111111111091,6.228946128910848e-07,1.267054676629314e-06,1.0,0.9999166586547378,0.9914448613738104,2016
2016-06-29 12:00:00,880.1853259259259,864.4057726213451,1.0182734558683562,-0.01754555555555557,-0.010322257301177456,-8.019833055056473e-06,-0.00026722222222222327,-3.7638946873307253e-06,-3.0268004128337487e-07,-0.00044620000000000125,-0.0003085385506291311,-1.4979097926666625e-07,1.0,0.9999166586547378,1.0,2016
2016-06-29 12:45:00,839.1121740740741,823.0082611095986,1.0195643458157193,-0.0202133333333333,-0.020199556015943934,4.6856941778129273e-07,0.00012392592592593002,-3.5276312301498875e-06,1.5626819083887423e-07,-0.0006435777777777831,-0.0006049283911092752,-3.2823374718232875e-08,1.0,0.9999166586547378,0.9942965742492068,2016
2016-06-29 13:30:00,774.5791740740741,755.9956568643613,1.0246192801806737,-0.030291851851851855,-0.029230787611209178,-6.519101407113458e-07,-0.0002561111111111142,-3.138606092664776e-06,-3.434834683853002e-07,-0.0008319222222222214,-0.0008759820465084725,8.348773629425289e-08,1.0,0.9999166586547378,0.982938516345563,2016
2016-06-29 14:15:00,691.8804555555555,666.2051117219171,1.0387938315856793,-0.036329259259259276,-0.037010034901138834,2.2267445120260936e-06,0.002775444444444445,-2.6012493535282135e-06,4.4748308645102e-06,-0.0019225111111111084,-0.0011095206722280997,-1.2756469239922707e-06,1.0,0.9999166586547378,0.9659258262890683,2016
2016-06-29 15:00:00,579.0176925925927,557.5591693113867,1.0384239980371002,-0.03887814814814817,-0.0431359914747269,1.0673516162895434e-05,-0.002499740740740745,-1.9126846206126573e-06,-4.020495404497498e-06,-0.0004164222222222155,-0.0012935059388556177,1.5263541062361078e-06,1.0,0.9999166586547378,0.9238795325112868,2016
2016-06-29 15:45:00,450.6104666666667,435.0989096302714,1.0279642961681605,-0.13485555555555553,-0.0471692301946329,-0.0002295451581289134,-0.00019003703703703498,-1.0420509554499537e-06,-4.687092502302793e-07,-0.003988655555555562,-0.0014147642905523513,-6.7457419687983085e-06,1.0,0.9999166586547378,0.8853101133600547,2016
2016-06-29 16:30:00,233.06817037037038,305.2486044415877,0.7713220077596259,0.011800740740740738,-0.04848287400670857,0.00013670681374364585,-0.0038426296296296303,1.3821861544779816e-07,-1.608851085443503e-05,0.0015068111111111154,-0.0014545276857858896,8.927757668639875e-06,1.0,0.9999166586547378,0.8418013826200376,2016
2016-06-29 17:15:00,154.06136296296296,176.90166627848407,0.9064478640428426,0.005194444444444431,-0.04571466734149692,0.00035901439175364304,0.003869037037037038,2.1294389912706414e-06,1.5908217446627677e-05,-0.0010048777777777783,-0.0013720788519422887,5.997966518620993e-06,1.0,0.9999166586547378,0.7933533402912352,2016
2016-06-29 18:00:00,151.17039917695473,70.10105638613916,2.3385260179222254,-0.034869547325102876,-0.03560175794295525,0.0009352104489220435,5.62139917695472e-05,6.485943266545501e-06,8.727984279335357e-07,-0.0010629506172839499,-0.0010699985212686215,2.7794473939281248e-05,1.0,0.9999166586547379,0.7071067811865476,2016
2016-06-30 04:30:00,48.086580246913584,70.10777462751619,0.6793889059302861,-0.012020576131687244,0.035435758509321943,-0.0013359171594157493,4.82716049382714e-05,2.824074752855671e-05,-3.616558177709581e-07,-0.0003750987654320983,0.0010546005310210923,-3.9969018037141215e-05,1.0,0.9999907397361901,0.5402820107439705,2016
2016-06-30 05:15:00,153.25715555555556,176.92778591547088,0.8670942174881539,0.10707222222222221,0.04569836469747116,0.00029451841626008235,0.0002473703703703707,2.1482078840451607e-06,9.604911621381656e-07,0.003137955555555556,0.001370306478558923,8.547405139161022e-06,1.0,0.9999907397361901,0.6087614290087207,2016
2016-06-30 06:00:00,211.18256296296298,305.2807207639247,0.7324054861157926,-0.0887237037037037,0.04848107076619295,-0.0004479126396138507,-0.0002654074074074081,1.4714798371705448e-07,-1.0041075206478828e-06,-0.002582088888888889,0.001454387978590675,-1.313614693222116e-05,1.0,0.9999907397361901,0.7071067811865475,2016
2016-06-30 06:45:00,249.90420370370367,435.1241546557945,0.5797424155544605,0.02284333333333333,0.04717505191120589,9.474216547171756e-06,1.4444444444444219e-05,-1.03611929497068e-06,3.642021441181535e-08,0.0006809666666666668,0.0014155623931246632,2.733004320916032e-07,1.0,0.9999907397361901,0.7646044872563392,2016
2016-06-30 07:30:00,199.8548074074074,557.5672123087414,0.3572602283192141,0.02563407407407407,0.04314692339194887,1.2942440547369002e-05,-4.755555555555632e-05,-1.9082756832168108e-06,-7.84148596580011e-08,0.0007832888888888918,0.0012949801844634248,4.1179767431846824e-07,1.0,0.9999907397361901,0.8175773614556363,2016
2016-06-30 08:15:00,343.16586666666666,666.1864157780434,0.5209759536348811,0.012192222222222226,0.037024309763514375,-5.982966523948512e-06,0.00026522222222222534,-2.5980623657873103e-06,3.832813779428579e-07,0.00028619999999999785,0.0011115087116151706,-2.9447340910131387e-07,1.0,0.9999907397361901,0.8660254037844386,2016
2016-06-30 09:00:00,403.8626740740741,755.9403997413808,0.5327896318620677,0.11462814814814812,0.029246665784598076,0.0001286829937718077,0.001549259259259262,-3.1366259888222378e-06,1.9199071242328104e-06,0.0029740666666666624,0.0008783409613345848,3.2845176758843883e-06,1.0,0.9999907397361901,0.9238795325112867,2016
2016-06-30 09:45:00,416.8456555555556,822.9058114892355,0.5078475508342346,-0.08579999999999999,0.020215208676703594,-0.00011968589235379465,-0.0018160000000000045,-3.52689869571013e-06,-2.280572321618071e-06,-0.0020292000000000044,0.0006075143299098239,-2.9064050741284117e-06,1.0,0.9999907397361901,0.9519103950298079,2016
2016-06-30 10:30:00,532.7311056910569,863.916913410476,0.6164704937838213,0.2066654471544715,0.011344172747076539,0.00023009200260540162,0.002397804878048787,-4.131697151407705e-06,2.7402912728553313e-06,0.00548062195121952,0.0003415646915577236,6.080672696305443e-06,1.0,0.9999907397361901,0.9739134917424225,2016
2016-06-30 11:15:00,645.9779441624365,877.9802352264918,0.7357370385698352,-0.13605685279187812,3.734491802023173e-05,-0.00015537168566267688,0.0047182233502538196,-5.269551847059256e-06,5.390744039676568e-06,-0.005497172588832482,2.701213094722421e-06,-6.2783737817832806e-06,1.0,0.9999907397361901,0.9914448613738104,2016
2016-06-30 12:00:00,774.363436123348,862.5513745517366,0.8983876265589628,0.10925198237885467,-0.012231042807962696,0.00013908897212752555,-0.006996519823788537,-4.479827722003785e-06,-7.993715753929307e-06,0.005376515418502196,-0.0003655873359222808,6.570783890004563e-06,1.0,0.9999907397361901,1.0,2016
2016-06-30 12:45:00,837.9855925925925,822.9853557284729,1.0192338933122256,-0.004196666666666668,-0.020167962786347162,2.0847998985559262e-05,0.00020981481481482182,-3.5307119922275954e-06,2.462686656167626e-07,-0.00018884444444444397,-0.0006039796699927483,5.515593698817449e-07,1.0,0.9999907397361901,0.9942965742492068,2016
2016-06-30 13:30:00,669.7082222222223,756.0461271728511,0.8855641988269205,-0.006061111111111051,-0.029208224211943454,3.5847296213020276e-05,0.012230518518518498,-3.142196013519188e-06,1.7097416254341846e-05,-0.0038509888888888853,-0.0008753040675542483,-4.053805989911949e-06,1.0,0.9999907397361901,0.982938516345563,2016
2016-06-30 14:15:00,652.1577397769516,666.1360601374275,0.9805472481285942,-0.07482825278810407,-0.0371352790188562,-5.032505459553089e-05,-0.012248810408921939,-2.6149326407190187e-06,-1.713464834988662e-05,0.0014297955390334609,-0.0011132738907734631,3.6306428671000763e-06,1.0,0.9999907397361902,0.9659258262890684,2016
2016-06-30 15:00:00,582.8422851851851,557.6750553014856,1.0456078973845477,-0.04244481481481482,-0.043134926422724956,5.3877248872556424e-06,4.27777777777768e-05,-1.9169837996531456e-06,7.469263070418817e-08,-0.0012861777777777796,-0.0012934726975418532,1.3922395740641367e-07,1.0,0.9999907397361901,0.9238795325112868,2016
2016-06-30 15:45:00,464.9473666666667,435.2016944659735,1.0694850629767378,-0.042939259259259274,-0.0471800262545226,1.9158543384032518e-05,-1.2962962962949088e-06,-1.0465034690675429e-06,4.742848361568792e-09,-0.0012877888888888917,-0.001415086836594956,5.733334470125239e-07,1.0,0.9999907397361901,0.8853101133600547,2016
2016-06-30 16:30:00,318.6573185185185,305.30606237728773,1.0641910922107294,-0.04285333333333335,-0.04850549119961808,4.6268285622798225e-05,1.966666666666851e-05,1.3405068446243383e-07,9.729227333618585e-08,-0.0012915000000000014,-0.0014552049511938796,1.358860886683083e-06,1.0,0.9999907397361901,0.8418013826200376,2016
2016-06-30 17:15:00,229.88765925925924,176.8847128228875,1.3109219527169107,-0.046088148148148135,-0.04574595612632333,9.02085904326701e-05,-2.1666666666666193e-05,2.128056184510022e-06,-5.8844908377028684e-08,-0.0013761444444444417,-0.0013730171006450529,2.7239111854932e-06,1.0,0.9999907397361901,0.7933533402912352,2016
2016-06-30 18:00:00,135.21327983539095,70.01015529164302,2.130683096385087,-0.026166255144032927,-0.035621078541294,0.0008842955714804884,1.8106995884772356e-06,6.501538582471397e-06,6.763005807272341e-07,-0.000785530864197534,-0.0010705828178135617,2.6325976970196484e-05,1.0,0.9999907397361901,0.7071067811865476,2016
2016-07-01 04:30:00,108.54892083333333,69.64787023431927,1.5801660661479495,0.03543458333333334,0.035471534658144684,-0.0008100875365073289,1.3458333333332493e-05,2.8565931307568944e-05,-1.0351932824144998e-06,0.0010590000000000007,0.0010555762603520699,-2.3992068110495532e-05,0.9659258262890683,0.9999907397361901,0.5407855358782702,2016
2016-07-01 05:15:00,134.0908851851852,175.8003934507108,0.7839150868402867,0.05413666666666669,0.04567701854167964,-9.583372608116411e-05,-1.7888888888887865e-05,2.1725255597615424e-06,6.356264573556761e-08,0.001629466666666668,0.0013696587985824631,-2.894080576155603e-06,0.9659258262890683,0.9999907397361901,0.6087614290087207,2016
2016-07-01 06:00:00,318.586,304.15870629095843,1.0277903893592963,0.04482407407407407,0.04849950756183743,-6.598541611958184e-05,0.00011981481481481576,1.55883999180214e-07,4.025687720144495e-07,0.001308777777777778,0.0014549384616553713,-2.100333115191794e-06,0.9659258262890683,0.9999907397361901,0.7071067811865475,2016
2016-07-01 06:45:00,419.7979222222222,434.0769727923047,0.9783865786655682,0.028648888888888908,0.04721004731890928,-6.0981443681720654e-05,0.0012378518518518422,-1.0318069636283595e-06,2.4485522445994805e-06,0.00048811111111111033,0.0014166109616563659,-2.564008983831454e-06,0.9659258262890683,0.9999907397361901,0.7646044872563392,2016
2016-07-01 07:30:00,567.036288888889,556.6276390917246,1.0198432190865043,0.025865555555555596,0.043190783651078465,-3.4156950270874186e-05,-0.0013120000000000115,-1.9058162374508184e-06,-2.639189950483055e-06,0.0011695666666666643,0.001296295254403596,-2.3295152298129568e-07,0.9659258262890683,0.9999907397361901,0.8175773614556363,2016
2016-07-01 08:15:00,662.9502407407407,665.3727336223754,0.996349637639138,0.03676148148148147,0.03707316798388345,-1.4413934030912017e-08,4.33333333333319e-05,-2.596756446126636e-06,6.222466267898965e-08,0.0010898444444444513,0.001112974066450347,-1.909981682462418e-08,0.9659258262890683,0.9999907397361901,0.8660254037844386,2016
2016-07-01 09:00:00,751.5459518518519,755.2622249822001,0.9951236763758796,0.029272592592592614,0.029297755070546775,2.701503357386243e-07,-8.607407407407244e-05,-3.136255737322919e-06,-1.1242983461957334e-07,0.0009040000000000069,0.0008798735288375985,4.1833460458029085e-08,0.9659258262890683,0.9999907397361901,0.9238795325112867,2016
2016-07-01 09:45:00,817.688937037037,822.3658680634568,0.9942667026854363,0.020891481481481455,0.020266130684582447,9.157961709528029e-07,2.603703703703609e-05,-3.5273798636210443e-06,3.710788022828861e-08,0.0006189333333333307,0.0006090421344965632,1.6341521060092568e-08,0.9659258262890683,0.9999907397361901,0.9519103950298079,2016
2016-07-01 10:30:00,862.1824962962963,863.8393170154403,0.9980781377429641,0.011072592592592618,0.010384332896047344,8.450275028879273e-07,-8.185185185181126e-06,-3.7657133146585355e-06,-5.142413148726214e-09,0.00033463333333333124,0.00031265970087581915,2.689354903124911e-08,0.9659258262890683,0.9999907397361901,0.9744321713173157,2016
2016-07-01 11:15:00,880.497437037037,877.9520729427447,1.0028976059378631,0.002508148148148124,7.131420372064456e-05,2.782915548805268e-06,4.925925925923123e-06,-3.846836460217707e-06,1.0022755837773489e-08,7.376666666666511e-05,3.2934770496871758e-06,8.048063971280665e-08,0.9659258262890683,0.9999907397361901,0.9914448613738104,2016
2016-07-01 12:00:00,872.4770296296297,864.1180645165015,1.009703251312781,-0.008449629629629616,-0.010245426723802591,2.175905128896094e-06,-2.803703703703933e-05,-3.7690509577883115e-06,-2.8323398790816065e-08,-0.0002450777777777746,-0.00030623208642674123,7.377417350413093e-08,0.9659258262890683,0.9999907397361901,1.0,2016
