samplingFrequency,polynomialAugmentation,features,history,nbIter,nbEpoch,MAPE_min,MAPE_med,MAPE_max,MAPE_std,MAPE_CI,MAPE_mean,RMSE_min,RMSE_med,RMSE_max,RMSE_std,RMSE_CI,RMSE_mean,nRMSE,MAE_min,MAE_med,MAE_max,MAE_std,MAE_CI,MAE_mean,nMAE,R2_min,R2_med,R2_max,R2_std,R2_CI,R2_mean,MBE_min,MBE_med,MBE_max,MBE_std,MBE_CI,MBE_mean
15_minutes,1,GHI,5,10,34.8,22.317633316644308,22.987151110481886,23.554778458359383,0.4729013280246925,0.053057333834958656,22.95652623798821,71.86367649382417,72.09334371582568,72.37462577638017,0.19400612189251112,0.007032675842490357,72.09496504749109,0.19569661188018034,42.706029034656666,44.66466990806032,46.134054741656136,1.287369580262013,0.07356572689074144,44.43827642112667,0.12062451417627859,0.9219900796849043,0.922595268215995,0.9230876581251902,0.0004167232364159477,0.001180534488355427,0.9225912822471691,-4.166514050717587,-1.0221737807254843,6.567863182701134,3.2295850449910977,-21.552511982072136,-0.4387729448152906
15_minutes,1,GHI,10,10,30.2,22.18652342362474,23.158651681549774,26.100358285655616,1.0880755891293268,0.14337949709292452,23.380212933970792,73.07159651614235,73.78111867585211,75.47635479757975,0.7709626636715821,0.030452740243774687,73.91117435214109,0.2006080954768074,44.98664737120408,46.652190600842104,49.60943509222888,1.721730494133007,0.09827898804034417,46.88313083243311,0.127249169949252,0.915157764871317,0.9189261507520101,0.9204779698134069,0.001704866183353662,0.005417788599977782,0.9186321205686344,-13.640834986242286,-6.871410184832056,-1.4268521457916203,3.9419562516217383,-1.781032921824908,-6.269200316211353
15_minutes,1,GHI,15,10,17.5,26.58271025281899,32.30716130595857,38.845080646801236,3.8697226811046757,0.3452112309608811,32.71319118527748,71.81669110990283,75.5661961839233,82.43655524774424,3.0452003532559027,0.12084024659112812,76.19563253942134,0.20680852200451033,43.98529009604073,51.49615119268152,60.43333924397408,4.988554790390888,0.28110507579128924,51.9085507535447,0.14088905496233867,0.8987884821101472,0.9149396349492135,0.9231858817497132,0.006994621992363659,0.023126972898679172,0.9134086953656256,-15.301134418900597,-0.49088875723725994,9.748687384058082,7.76202319108215,-10.549751603840269,-2.1917926488921267
15_minutes,1,GHI,20,10,25.4,34.910560439635596,38.83073964727019,45.40621351754549,3.2211964595777647,0.24205263481391565,38.73564582608491,76.59181492296706,82.73557614842164,89.97592891839857,3.6996307223915315,0.14128428458360334,82.86614667556168,0.22489252845584784,53.84557434397661,59.79176580174736,67.85538458380549,4.15605957561623,0.21083108078836535,59.79137991101029,0.16226933612223676,0.8794249406502698,0.8980419710841604,0.9126285531261138,0.009174799631940178,0.0323167717548465,0.8975439779443122,-20.486058732163134,-12.531027665341583,-1.6082802338737003,6.762703082942525,-1.5630132596737403,-11.787285067183081
15_minutes,1,GHI,25,10,17.7,23.49618684130945,47.14943159815738,54.465801582243834,11.059343186178554,0.6821927317539765,43.21349195585087,73.63020461811894,90.40788649252994,103.70813616438795,9.845875753942854,0.31861539293640284,89.48688874147311,0.2428607275720248,46.40758360181977,67.54540559582755,79.04304635459809,11.246220632841537,0.4796610708936825,65.50509834756008,0.17777594090152515,0.8398118208797638,0.8782619838115315,0.9192547802062336,0.025590952284903063,0.08506188356567602,0.8794326464764,-32.58500937114696,-15.487585481602837,5.526932265432222,11.623418257480978,-2.5548158960553016,-13.821650242915979
15_minutes,2,GHI,5,10,29.5,22.972434909583367,23.833824726051418,25.18515960492641,0.6673732920417995,0.08420784927294597,23.995775563713075,71.62354224107837,71.7337199078464,72.24268786245688,0.17632828806176343,0.007378802455812308,71.78593104468077,0.19485776124385767,44.13648494743554,44.79887510267142,46.4419640400008,0.6282554916814536,0.0433160842714568,44.818192963572216,0.12165577038265649,0.922274242387831,0.9233655792963584,0.9236008083243366,0.0003778680720733533,0.0012290230321347461,0.9232535660268528,-3.236065762217833,0.09692109604523141,2.0658516762345895,1.6373778594181787,-226.17513272934093,-0.021471138230820898
15_minutes,2,GHI,10,10,26.9,21.690899037489388,22.667966158330977,30.025036654211902,3.2269792941487507,0.3330800904037971,24.398783682520424,71.97090384258912,72.5566085901164,74.51678932761959,0.8509147662907798,0.03249352872745527,72.8067007064435,0.1976103572253206,44.27177387653155,46.09849960984546,48.9383753757974,1.4281325959671012,0.09249902166560049,46.259815245550186,0.1255573803942675,0.9173013280430324,0.9215946432474538,0.9228556400436416,0.001854243118558091,0.005600196753036071,0.9210437787998444,-12.85662920449376,-4.513520215628501,1.65008976309372,5.309892607994661,-2.8711843540276205,-4.956828714444754
15_minutes,2,GHI,15,10,38.3,27.879622451972008,31.340088107961634,36.11364263459956,2.7618712027436154,0.23774277325811416,32.20296112705168,73.48788240297945,75.18134118676306,79.52210993652987,2.097630611100065,0.07661962583776244,75.62278783956634,0.2052537194289974,49.111641428384054,52.042915999814134,57.625647591763475,2.7766895856598803,0.15008264926812934,52.49918342364359,0.14249213725826332,0.9058184018333468,0.915816963890659,0.9195693214132404,0.004770636615771077,0.014415466203813789,0.9147692595052451,-10.440687384994677,-3.812983615349262,-1.0535622032762453,3.265423995810669,-2.069456871761414,-4.430777772553232
15_minutes,2,GHI,20,10,29.2,24.38488863403181,28.58528881439212,37.80136237622517,4.677803641602676,0.43342680711981885,29.899505538730274,73.49305684371487,75.19948863301244,82.48929085271348,3.1311528223079095,0.1107919648910998,76.31259732104573,0.20710668533624804,47.71902420283401,50.26883197499213,58.435181057025105,3.6806789183352007,0.19561497538341335,51.66494339927166,0.14021479481942756,0.8986555555276713,0.9157762048414894,0.9195553012679872,0.0072475853082246125,0.021454460305926275,0.9131330037734428,-15.357828715935225,-6.664426592792148,-0.948940210324433,4.276748499603066,-1.7626416252448915,-7.456797992899679
15_minutes,2,GHI,25,10,26.1,23.59270935318269,28.46694646402949,51.77434776401169,9.287823698941216,0.797830918874434,32.69844138360147,72.25437208063683,74.8526515138307,94.28948883835102,6.8757778391371325,0.25176306260941683,78.09618590999175,0.21194721145680634,46.455487104719836,49.549872249903615,72.71106176565402,8.230418695079399,0.4325431856379887,53.11119270218586,0.14413980733127157,0.8675867732307815,0.9165487427923553,0.9222441508259487,0.01697007841952946,0.05329399888070115,0.9085289396771026,-18.5370840962305,-4.823463066377939,3.8252297898820635,7.548680007098718,-3.355259453630472,-6.272690003996491
15_minutes,3,GHI,5,10,25.2,23.072623185025805,23.67725079681284,24.46539525999082,0.47689274585982716,0.055673822829259215,23.621464436670717,71.69540773233112,71.81443465559076,72.03614542834868,0.09997680400299508,0.004267690640102218,71.83775041012913,0.19499842119481747,43.52411995404247,44.131496243763124,45.56127834522906,0.6503433931294862,0.04261408728238542,44.32215674420381,0.12030931564152021,0.9227180442136412,0.9231930211322388,0.923447416861823,0.000214015135649615,0.0007108778744418659,0.9231430090983611,-2.178814662380927,0.2005162105447919,2.9427507374150648,1.6242353162860628,18.20035845296811,0.26886017351494707
15_minutes,3,GHI,10,10,30.0,21.630146040636504,22.636965086175408,24.030539675010896,0.801252657830973,0.0983424530903505,22.71609390090234,71.81713089719393,72.26680738665642,74.0972111366579,0.7486817563530609,0.029269440757626518,72.55061787351805,0.19691530279210698,45.10782035364467,46.14791881091648,47.30202540166264,0.6267736250031112,0.04227840480522114,46.21992095988312,0.1254491001952552,0.918230001210836,0.9222199850391324,0.9231849409662853,0.0016266593722331112,0.005004906678984608,0.9216003508720017,-10.169756378095578,-5.621561191050837,-2.4224468315804337,2.5844247853119766,-1.216296424595085,-5.972007305918526
15_minutes,3,GHI,15,10,12.4,24.25433675847338,27.329649841809477,36.330113546787686,3.673123088076954,0.3793798223579032,28.551859846843154,72.38379389818643,72.99566227077162,80.68781144773654,2.6234399071636068,0.09853559188281368,74.09779284463093,0.2011146113140579,46.83188609920867,48.190464516057446,58.33461343710269,3.6976617953882536,0.20905995726842955,49.68489270899498,0.1348536508543821,0.9030369788856674,0.9206427062842668,0.9219679617271701,0.005965035669323104,0.0180667531991567,0.9181364654819886,-16.75062956807975,-3.777848096248352,-1.0557046345168524,4.574281138061715,-2.703596244331436,-5.022790692879295
15_minutes,3,GHI,20,10,15.9,25.610726842859282,28.14525653749826,38.614484923564305,3.6785963358353984,0.37690993949520046,29.132799482041698,71.08655492071898,73.31456441076753,92.57824142338069,6.294148274627329,0.23282610105638457,75.06536130780678,0.2037217800178351,43.80710528062106,48.797352040835044,67.68486344714282,6.685603250597121,0.39643031896767483,50.06815876623169,0.1358812406730067,0.872349458925817,0.9199440938368952,0.9247373092016138,0.015449284460780019,0.0463085073533219,0.9155453944146643,-22.26874856347692,-5.236622584270394,2.3890007858683675,6.9203123657192895,-3.842014174475746,-5.538073674673115
15_minutes,3,GHI,25,10,35.7,23.1571189504559,28.519420039374104,42.74046953326505,6.616606398349524,0.6186547117448187,30.502675061172596,71.94521517773819,74.26286126374566,81.94916799112758,3.188053180740214,0.1235443152743879,75.36645364355893,0.20453892211267743,45.06017093098866,48.604596282535525,60.741392779102,5.078441747962607,0.29002067646456287,50.47964831445942,0.1369979925511458,0.8999783755627546,0.9178601984075772,0.9229081197776796,0.007338439524898485,0.02331286091119963,0.9152655923643829,-13.220333434466973,-0.16445557400187355,7.706344968647788,6.313858465765225,-10.709782202097873,-1.797650003076998
15_minutes,4,GHI,5,10,24.0,23.06804014417646,24.17455050807331,24.456801937637703,0.43274203846131754,0.05273191081326396,23.98487395723206,71.92890708153212,72.0391427872317,72.18463386883924,0.09077247199066098,0.0033747122651052335,72.0521363838869,0.19558035654455225,42.80442370841695,43.239611862543356,43.9975544460502,0.3286321320892189,0.02392747762260079,43.29577824128414,0.11752328480849712,0.9223991125370077,0.9227116084059441,0.922947968243257,0.0001948350579189966,0.000565612112870719,0.9226836190697583,2.9946257787473147,4.713639066888854,7.600544543567015,1.4963368995619362,0.8691362965663642,4.9054541581014055
15_minutes,4,GHI,10,10,28.0,21.727168608534207,22.451357046906114,22.912325856446337,0.3402799675180833,0.047570046300875544,22.42824302459436,71.42732332658521,71.78347669311603,72.26884428221896,0.2770987573502711,0.010922808751584688,71.83568728071182,0.1949748537885822,43.93179771131364,45.1000246479012,46.044361149805056,0.6932280586680372,0.04247613363962615,45.186468381881994,0.1226441257748698,0.922215603640062,0.9232568353822785,0.9240165483814433,0.0005932225895594094,0.001819295208000243,0.923144211098427,-8.515014373218447,-6.0257971663499585,-4.0287960305536865,1.678987352851153,-0.721408831420146,-6.17274525346104
15_minutes,4,GHI,15,10,9.2,24.595947588178277,26.976812491786358,29.882490691200985,1.9880708269443217,0.19160726006582693,27.10082158811469,72.07062501900833,72.45556982141494,73.91526197961171,0.6716995425145573,0.024091258991310403,72.74697924519225,0.19744826253929088,46.345710571419275,47.26918298010396,49.55852470002009,1.2064794299357484,0.0661229186081254,47.65141463126675,0.12933442905953751,0.9186310882513251,0.9218129048727515,0.9226417131513556,0.0014595945125793408,0.0041349752418828305,0.9211768988794196,-5.342237964827959,-3.1853395731142786,0.24584795441846719,2.002329060621728,-1.9873519204193837,-2.6889598026136983
15_minutes,4,GHI,20,10,25.2,23.283796991356986,27.274471159216038,45.9670086935808,6.297507689175917,0.6431523976012941,28.814298477362748,71.03480906405412,72.68260592345271,87.27018494147077,4.7635478076295215,0.1777238757615252,74.03701077476401,0.20093091353263012,43.850487064902346,47.65309426837342,66.10147791992922,6.494224311314158,0.3811961086338189,48.84538698594254,0.13256272945430192,0.8865677363528408,0.9213196643135145,0.9248468408829853,0.011287915644937965,0.03367067884297925,0.9180559179325222,-12.67114278588177,-3.2232827138822824,3.849857379178357,4.69935588394153,-4.049856385202868,-3.592485818037415
15_minutes,4,GHI,25,10,26.2,25.62335027894441,27.90420056084025,31.933655631787428,2.1626866933051776,0.21341873088734784,28.21704684575867,72.07539680804092,74.41060435918115,77.6789203971086,1.7475261423083428,0.06879513510240866,74.35563319587934,0.20179563096890596,45.83382145585,49.2938972148616,54.69253935382607,2.7675204928341537,0.16515941803265785,49.56491290792706,0.13451546902741335,0.9101307394537129,0.9175335180654762,0.9226288787906975,0.003886402002408377,0.012409877312340504,0.9176149514035321,-16.10657844109267,-5.853313883392054,1.0816576967459908,5.542723431872497,-2.439509285529078,-6.476301451290626
15_minutes,5,GHI,5,10,21.6,24.360253812753,24.770310491529592,25.55199584599648,0.3994000663258043,0.044742598488205006,24.861813838270468,71.99783927930997,72.40110497718649,72.64460535632044,0.21678256444698718,0.008430303762950765,72.34775770518796,0.19638279941889233,43.170111149184486,43.500013864782076,44.306449563454805,0.4312675977093702,0.02504640621391759,43.63549166552981,0.11844541253393955,0.9214069922436956,0.9219329696519797,0.9228002137131393,0.0004668695724036559,0.0014248215516526742,0.9220473592300642,1.9102239032093804,5.094705342968001,8.295836809610275,1.8784254984877085,1.1519312399069364,5.071556631164129
15_minutes,5,GHI,10,10,27.0,21.472108406965972,23.010811912627556,23.773816529730304,0.6932800540704432,0.09238985421427444,22.896002746957784,71.3617099495604,71.55035866460318,72.10936802394923,0.21804420344222736,0.009004972603449289,71.58000846877367,0.19428089594031,43.34173347227725,44.86604099954914,45.30596500276373,0.7564284426982538,0.042330200522708285,44.47808789072024,0.12072145491419814,0.9225585198097607,0.9237545278735741,0.9241560815674563,0.00046586583349042445,0.001490676624482372,0.9236907149990927,-7.646404218736076,-4.214078359023141,-0.9814507583533083,2.4659987472267204,-1.693415676035401,-3.8295572550120207
15_minutes,5,GHI,15,10,9.4,24.642042024674204,26.889260255283105,31.684093692020664,2.1008637531352865,0.23060186068256683,26.784911280213816,71.9521921440548,72.36665143583477,75.01013818459082,0.8987391106009913,0.03599637246025323,72.67001236792518,0.19723936072168777,46.201206745689895,46.72196463346586,52.059659926513994,1.7821005487314023,0.1065724837569807,47.391181424766884,0.12862810977299718,0.9162026668049076,0.9220047624639036,0.9228957483174631,0.001967844264059484,0.0062079058293964045,0.921338809579414,-8.650543902333679,-1.8188269853345211,1.0655213056168205,2.8076737441848594,-4.197003529678549,-2.033610927569939
15_minutes,5,GHI,20,10,31.3,24.637693685923576,25.67644703797663,46.69447874865938,6.665065524654301,0.6476509673098584,28.469407385762544,71.24324628461069,72.92529488950592,87.42087844080308,4.714822595734253,0.17583502220459638,74.2388476587989,0.20147868375011074,43.395365030577196,48.03460903931791,65.10091823520492,5.956010376167977,0.3639758862121843,49.2619871698692,0.13369335121574638,0.886175660574987,0.9207915270648408,0.9244051504421332,0.011211364189096483,0.033514640259435416,0.9176163745367323,-9.170488709755043,-2.952072755741333,2.320166479477752,3.8209252663560167,-3.390203378988009,-3.237168897614643
15_minutes,5,GHI,25,10,22.0,21.471144102729333,25.756586013800998,37.66752709785909,4.3514466530057865,0.5091467387128029,26.442996855448524,71.55168531864581,73.78973057645379,90.51296588402101,5.650190661256284,0.2169111559729215,75.84144499887108,0.20582801314896093,44.98164824415646,48.56832208798973,66.30304770793127,6.276871777445815,0.36896370593334116,50.65337814205458,0.13746948231824027,0.8779812987709941,0.9189044861246771,0.9237491759780576,0.013660312006679247,0.043157768853626786,0.9139041922667464,-21.019568767480283,-9.01913555140801,-0.4529297513357155,6.782581013455185,-1.7768450866697376,-10.819994544820764
15_minutes,1,GHI_d1,5,10,34.4,22.281881797553797,22.547554022512273,23.186003338225554,0.3032950677236955,0.03839092339845341,22.65772870209639,72.01022172068036,72.31609141750215,72.47566955411921,0.15905800959162542,0.00602554753033121,72.29732652274298,0.196245907591133,43.182926248908856,44.33719965359843,45.699391634330134,0.7191924157510762,0.050218613201279065,44.36332213723248,0.12042105614846295,0.9217721049631988,0.9221161608929112,0.92277365724871,0.0003423643518290392,0.0010166732874828189,0.9221562875827916,-5.029763551250654,-3.2562632797148243,2.2940213276312904,2.6789040399180397,-3.179134941288778,-2.202652121584525
15_minutes,1,GHI_d1,10,10,35.8,21.55633375845055,22.87863625602815,23.767269799994104,0.8053487529636578,0.09433072505945968,22.754851918793076,72.00838160648179,72.31637275620683,73.63839681609906,0.6678096886817796,0.02196912977526061,72.60929627872915,0.19707456643820923,43.85527953335898,45.49492875667897,48.11875822105074,1.4481834867070007,0.08845178791829111,45.71760773860691,0.12408573261875125,0.9192395153708608,0.9221132583055163,0.9227752755983556,0.0014490438192247418,0.003754926180182983,0.9214750291121927,-11.048452561926247,-6.902545203718642,-0.6229511861667424,2.81100598571518,-1.4054321656777167,-6.312032691751108
15_minutes,1,GHI_d1,15,10,20.7,26.503675134566524,31.330037017182953,42.238352734116106,4.226045566180361,0.41671907208525466,32.683215726213106,73.1218285798482,76.8425345135941,82.77568209616031,2.6072256612188665,0.11035127952021595,77.35207752369716,0.20994731972830216,47.930866508853725,52.89672713464004,58.41584900640647,2.633262830350319,0.16634215914207068,52.883043605821456,0.14353400218262777,0.8979540429965294,0.9120579007739658,0.9203685995826184,0.006063362591104477,0.021742765871427306,0.9107972870072197,-19.940252233001907,-8.86446998896022,0.026387400939124304,6.14085109583092,-2.24862063850311,-8.037171136823535
15_minutes,1,GHI_d1,20,10,25.4,27.22846376391339,29.00062788010381,40.901469915664286,4.435679166012496,0.40236740442664004,30.922323809606308,73.50567636883068,75.6806634541189,82.31969599601321,2.706226553889007,0.10514546472320682,76.42535780989694,0.20741270887499125,48.577631556517154,51.15502862336051,58.170644386351384,3.133837304025765,0.17154563796303024,52.17819037295992,0.14160770874466388,0.8990718478230545,0.9146942973999475,0.9195276725069134,0.006274438512058401,0.020384806868537983,0.9129097401757109,-18.359617779615853,-10.093680620636643,-4.378965285560111,4.739596746600787,-1.3365215506377979,-9.587142582628557
15_minutes,1,GHI_d1,25,10,6.4,25.359223007057064,28.91752019528554,52.56568410912467,8.687427537220936,0.7516990821691969,32.710781066818626,73.7819167836136,75.48708388564647,96.07033308042887,7.645348006963544,0.2627917007765334,78.96894918197317,0.2143158257444692,47.16756034504435,51.17467980636416,71.40204898873604,7.951282582242902,0.418546208698528,53.806953142609004,0.14602804916371653,0.8625377655359463,0.9151305093015116,0.9189216926487934,0.01924754695048236,0.05760461111849255,0.9063374962847647,-19.30756446286858,-6.346694125735944,6.580198899668521,7.764369662061517,-3.80017720057512,-6.140623805661688
15_minutes,2,GHI_d1,5,10,38.6,21.1255569129117,21.343307884737058,21.736182718675572,0.17092716382606946,0.025246086855760484,21.36882607671138,71.13116635150392,71.20298944007425,71.40106934405145,0.07828649613997107,0.0033332961959927345,71.22974096001677,0.19334802314968713,41.9655311806422,42.53568288898617,43.98898910572823,0.6696059581030498,0.04422836549135418,42.7018362745042,0.11591107193793508,0.9240746847010795,0.9244953597246807,0.9246476099592542,0.0001661793462416331,0.0005451620342991612,0.9244385342151965,-3.539240005444791,-0.6642608964004899,1.7740611913118358,1.8348933314048506,-7.075340002475035,-0.7256274950076169
15_minutes,2,GHI_d1,10,10,33.5,21.32455335495824,21.7086096794371,23.018649225168332,0.5141188165723564,0.07072386294584952,21.869207369558602,71.49639458007199,71.80801194909029,72.19433719808224,0.19918570911287062,0.008559592849483247,71.82797685349806,0.1949539263154062,43.36265729304426,43.93327101204012,46.43962409806521,0.9490113385724247,0.061471450680276235,44.244280339007354,0.12008685956284096,0.9223759078799116,0.9232044033648283,0.923869523137306,0.00042626413984182186,0.001425178499941309,0.9231612059079829,-7.340245849022538,-4.535435538656907,-2.207124543885711,1.9494484928328033,-1.0032009647682736,-4.938441691307361
15_minutes,2,GHI_d1,15,10,8.1,22.144806407542074,26.608554926288033,27.933426458786904,2.007729362183832,0.21212647448420244,26.080862988339856,72.0138914833538,72.62473532602243,73.53075488507709,0.5091270538915083,0.01979883215847863,72.71405941714791,0.1973589122608616,45.63115352295617,46.5201664528102,48.75893699205852,0.8926830888242467,0.05747729556668826,46.87709698988208,0.127232793025557,0.919475448285723,0.9214475195440684,0.9227634571129956,0.0011042223767586256,0.0033882593390372664,0.921250789271426,-7.844972093612662,-4.761089802567412,-0.5830168330339026,2.7028286958960606,-1.5723673084646272,-4.418889133704383
15_minutes,2,GHI_d1,20,10,12.5,24.513550963128015,27.0241712933022,33.33992573611129,3.371514801985762,0.29751860570297134,28.36913174654913,71.97453208694587,73.32365888100098,75.60624190203019,1.0249922172686299,0.04300073726830711,73.37372247959584,0.19913079867535838,44.779097788960634,48.169314188763266,51.19486777490668,1.8558015775186125,0.11937135475330371,48.03963907670748,0.130375989852238,0.9148626537022173,0.919925397993541,0.9228452787359231,0.0022523832223800147,0.0075335235346963665,0.9198022505762481,-13.045889482311221,-1.7020088607314423,6.2882289542083445,6.444576035820224,-7.395007491261555,-2.4719296218402524
