samplingFrequency,polynomialAugmentation,features,history,nbIter,nbEpoch,MAPE_min,MAPE_med,MAPE_max,MAPE_std,MAPE_CI,MAPE_mean,RMSE_min,RMSE_med,RMSE_max,RMSE_std,RMSE_CI,RMSE_mean,nRMSE,MAE_min,MAE_med,MAE_max,MAE_std,MAE_CI,MAE_mean,nMAE,R2_min,R2_med,R2_max,R2_std,R2_CI,R2_mean,MBE_min,MBE_med,MBE_max,MBE_std,MBE_CI,MBE_mean
30_minutes,1,GHI,5,10,8.9,32.58221245,32.86536398,33.86717037,0.385280944,0.035284782,33.01987846,76.59676832,80.64407278,81.10386819,1.614045888,0.054016659,79.90652081,0.221101998,51.21511396,52.57877772,55.89037041,1.365256899,0.077037672,53.06433164,0.146829441,0.900269302,0.90139687,0.911045768,0.003857005,0.011431544,0.903156693,-10.64126563,-2.102389981,0.311336335,3.424342214,-2.866442581,-3.440967547
30_minutes,1,GHI,10,10,27.8,33.37613897,40.69141483,49.89758579,6.811543344,0.393403282,41.14673744,78.78742927,86.47368845,103.4851416,7.854720703,0.262247536,88.38149228,0.244534455,52.71402723,61.72868333,77.5591153,8.279435963,0.379205211,62.68908851,0.173448555,0.837660983,0.886645968,0.905901917,0.021886653,0.072747378,0.880747948,-33.10892691,-15.6086268,10.43797242,14.42314297,-3.27242134,-12.56891665
30_minutes,1,GHI,15,10,18.5,33.7293352,41.49519179,73.18568919,11.17942007,0.765243443,43.19938972,78.73747569,89.87325631,96.35365826,5.250608637,0.18266656,88.28989724,0.244281029,53.6709444,63.38090621,74.83162394,5.822680913,0.29973602,62.60525963,0.173216616,0.859264606,0.877558554,0.906021201,0.013774783,0.048378832,0.881458857,-27.02828823,-9.500964711,3.059185339,7.708139449,-2.623694631,-9.583645447
30_minutes,1,GHI,20,10,15.4,28.15523109,37.99666586,50.72813774,6.97763639,0.54888387,37.26183412,78.49215063,81.34426772,106.2342547,11.12080775,0.298476553,88.22945691,0.244080424,52.72807733,55.97401588,78.25732464,9.793552433,0.389949828,61.78528573,0.170924533,0.828932433,0.8996859,0.906612019,0.030676464,0.083298708,0.880317269,-37.53271025,-11.63766052,-2.702433138,11.63892498,-2.392403266,-13.77221128
30_minutes,1,GHI,25,10,15.9,27.86706501,34.99898237,46.57579092,5.69093688,0.469571816,36.19745825,77.27677107,79.46526723,86.53821297,2.827668194,0.10280524,80.09866574,0.221587177,50.92008648,54.32032131,62.85731071,3.680177667,0.19566905,54.97765635,0.152091718,0.886484707,0.904279245,0.909481684,0.007000567,0.02257529,0.902641038,-14.10118569,-6.594278183,0.686974598,5.365788748,-2.169898525,-6.638930079
30_minutes,1,GHI_d1,5,10,5,31.51815959,32.7298804,33.17707475,0.556186319,0.049234516,32.55739261,76.3678191,78.53318,86.66925423,3.759455034,0.119920108,79.76938471,0.220722542,50.91915266,51.69335467,63.35170766,4.455602144,0.209154793,54.54713072,0.150932358,0.886112558,0.906437988,0.911576745,0.009205058,0.026092378,0.903331383,-25.0168215,-3.908892145,-0.36056503,9.238403375,-2.829158772,-8.409132739
30_minutes,1,GHI_d1,10,10,15.1,28.59349916,37.35718177,40.31622599,4.427093223,0.320938541,35.25884258,78.00018572,87.59412751,92.15407861,5.148137642,0.153736156,85.01044402,0.235207418,51.88256446,59.65624554,66.3925347,4.69817815,0.225902577,58.14850082,0.160885629,0.871265178,0.883689047,0.907772977,0.013182269,0.037800012,0.890088642,-17.50011679,-1.101040458,4.894267714,6.199562273,-7.408989152,-2.640291203
30_minutes,1,GHI_d1,15,10,20.5,32.55437284,39.1178158,56.61188374,8.22504294,0.550016971,42.36469376,79.8896003,95.14047802,101.2812409,7.128927034,0.221821449,93.06716326,0.257498798,54.43648472,68.45916331,76.9612198,7.211042223,0.316722734,66.93348651,0.185191981,0.844501952,0.862786038,0.903250793,0.019572721,0.06548154,0.86800811,-32.60712643,-20.92063462,-4.341540672,8.470388452,-1.342806997,-19.74719215
30_minutes,1,GHI_d1,20,10,13.5,30.25991835,37.81456869,51.29823117,6.510942611,0.495483965,38.70996062,77.86808549,89.14982481,101.9087692,9.477919399,0.260876859,87.95315047,0.243316042,51.7016594,62.51015305,76.14156825,9.315152414,0.374611693,61.95293547,0.171388324,0.842579371,0.879330062,0.90809111,0.025382716,0.070584654,0.881516829,-42.62809238,-12.15766519,1.209924122,14.12117006,-2.875151913,-14.23879123
30_minutes,1,GHI_d1,25,10,14.9,30.50046005,35.59844847,44.90982742,4.778775176,0.362517881,37.10306091,77.31634993,80.97643046,117.4072024,13.98260746,0.434531225,87.27413625,0.241437599,50.47640407,56.11750614,87.5860906,12.72768957,0.578371244,60.85926823,0.168362773,0.791056912,0.900605373,0.909388939,0.041023457,0.125904048,0.881878613,-59.35217692,-10.0606186,5.489411354,20.32169806,-3.684268442,-16.17618588
