samplingFrequency,polynomialAugmentation,features,history,iter,nbEpoch,MAPE,RMSE,nRMSE,MAE,nMAE,R2,MBE
30_minutes,3,GHI_d1,10,0,36,44.8655168021373,82.65695119299788,0.22869575942861115,60.12845637550747,0.16636378181865116,0.8964319784603731,-7.8086855112889
30_minutes,3,GHI_d1,10,1,19,51.55302304527415,101.4817557896182,0.2807803442237493,77.9122682683539,0.2155681416174265,0.8438856372525634,-24.08294262097984
30_minutes,3,GHI_d1,10,2,26,43.42107359434774,82.22140734316766,0.22749069403406486,59.38172410140315,0.1642977183835579,0.8975205637372717,1.6223820757335563
30_minutes,3,GHI_d1,10,3,24,53.38189516888639,89.22869527735995,0.24687850126038324,68.19346677699336,0.1886781020536287,0.8793086901049885,-2.432826521165329
30_minutes,3,GHI_d1,10,4,16,42.53607817897214,91.23049489970005,0.2524170927308821,64.7496338893803,0.179149684101956,0.8738326512301496,-2.6608889697703138
30_minutes,3,GHI_d1,10,5,31,46.692936568570936,81.82622857141989,0.22639731098508328,58.61232609296105,0.16216894325570835,0.8985032853301521,-5.882353734338023
30_minutes,3,GHI_d1,10,6,23,59.55457866013535,100.11043741025422,0.2769861721225453,75.60316505448081,0.20917930068543134,0.8480762634340822,-20.325435958866297
30_minutes,3,GHI_d1,10,7,0,34.27514448593965,77.61933082846545,0.21475764051239618,52.630338966791996,0.14561794459236424,0.9086714202399353,5.31240312014486
30_minutes,3,GHI_d1,10,8,30,45.3480038903702,81.09139486584594,0.2243641685823641,57.61552021717839,0.15941097464599355,0.9003180656045817,-5.574021525835406
30_minutes,3,GHI_d1,10,9,34,46.75425350310639,81.82120881517439,0.22638342229272115,59.66225084511226,0.16507388149829452,0.8985157378933111,-1.6487369890725392
