samplingFrequency,polynomialAugmentation,features,history,iter,nbEpoch,MAPE,RMSE,nRMSE,MAE,nMAE,R2,MBE
45_minutes,4,GHI_season_d1_d2_d3,15,0,44,53.300700657274504,98.64068588936135,0.27435738367856155,67.23104123011761,0.18699517757377987,0.8498593762257898,31.464668472513118
45_minutes,4,GHI_season_d1_d2_d3,15,1,40,63.1315194160229,95.1005239946344,0.26451084270534453,69.60353307069883,0.1935939826034882,0.8604429216876011,12.282725946083254
45_minutes,4,GHI_season_d1_d2_d3,15,2,43,64.3619282736748,92.96999054515149,0.2585850162801773,69.2994862810925,0.19274831247295177,0.8666258629219814,6.907574300179074
45_minutes,4,GHI_season_d1_d2_d3,15,3,29,68.38608134304141,125.32775524587312,0.3485843059742281,92.6668299518102,0.257741810999581,0.7576290466509529,8.830889238741909
45_minutes,4,GHI_season_d1_d2_d3,15,4,49,57.00309244770001,100.81424721834442,0.28040288705384786,69.8769044240201,0.19435433264154464,0.8431697364901747,25.755729114322648
45_minutes,4,GHI_season_d1_d2_d3,15,5,39,65.81212195500487,101.25590986963664,0.28163131940287855,73.29557133644678,0.2038629497127385,0.8417925939203935,24.78240168323668
45_minutes,4,GHI_season_d1_d2_d3,15,6,42,52.94990976778728,91.64452856820363,0.2548984007940613,63.829273916526745,0.1775335647349675,0.8704017515509932,12.206501389098714
45_minutes,4,GHI_season_d1_d2_d3,15,7,0,90.22428658487908,112.71191338304037,0.31349483619629576,91.47530439370651,0.25442772379753,0.8039685764315542,34.41757087920691
45_minutes,4,GHI_season_d1_d2_d3,15,8,32,69.47036308419933,116.54138316252798,0.3241460527820642,85.69271731949289,0.23834414280586713,0.7904216652029553,25.967674681796325
45_minutes,4,GHI_season_d1_d2_d3,15,9,0,45.28221426623665,89.20979837801244,0.24812648716712954,61.42157786976048,0.17083684337574132,0.877196381259612,4.381094581184795
