samplingFrequency,polynomialAugmentation,features,history,iter,nbEpoch,MAPE,RMSE,nRMSE,MAE,nMAE,R2,MBE
2_hours,4,GHI,25,0,10,207.63258087368882,236.6019985135908,0.7150295903177052,203.95584262832963,0.6163703752023039,0.08359564599264246,-10.90351813152179
2_hours,4,GHI,25,1,0,47.61843480074459,86.09443283968288,0.26018405351067875,58.41100908149492,0.17652259979192858,0.8786609849308434,0.5351255086594593
2_hours,4,GHI,25,2,0,46.30662566697531,88.51677312334441,0.2675045537241927,62.95158023137887,0.19024455797278234,0.8717369764683892,-14.137105737283227
2_hours,4,GHI,25,3,0,78.05365391892207,103.01446525623757,0.3113177037882627,75.60002584266023,0.22846914162130458,0.8262812276772697,21.474694088655124
2_hours,4,GHI,25,4,10,209.50487587220366,237.03743340006116,0.7163455083168723,204.71890225046224,0.6186764005631594,0.080219498592627,-9.002027623127464
2_hours,4,GHI,25,5,10,203.65851876086901,237.94408682048496,0.7190854852732738,203.72053893606642,0.6156592691941711,0.07316983579653613,-18.917641802843296
2_hours,4,GHI,25,6,10,180.18932335185644,238.3418793232292,0.7202876450692838,198.97204210666376,0.6013089434831326,0.07006831494434707,-45.88055527340147
2_hours,4,GHI,25,7,0,48.10643704013986,88.22844406711026,0.2666332009535019,60.457531047571806,0.18270734790129878,0.8725712076282948,6.509396818718699
2_hours,4,GHI,25,8,10,148.66756707379253,251.60612710374767,0.7603732306347492,201.34775692707493,0.6084885379304411,-0.0363173096083278,-79.56822488507079
2_hours,4,GHI,25,9,10,223.58281829377762,234.29563705918025,0.7080595871214854,204.62954403079533,0.6184063530927182,0.1013745181714959,21.947105981918103
